--------- beginning of main
07-12 18:24:27.863  2370  2370 I zygote  : Late-enabling -Xcheck:jni
07-12 18:24:29.350  2370  2370 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 18:24:29.356  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
07-12 18:24:29.356  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
07-12 18:24:29.356  2370  2370 I zygote  :   at void androidx.core.view.ViewCompat.setBackground(android.view.View, android.graphics.drawable.Drawable) (ViewCompat.java:2559)
07-12 18:24:29.356  2370  2370 I zygote  :   at void androidx.appcompat.widget.ActionBarContainer.<init>(android.content.Context, android.util.AttributeSet) (ActionBarContainer.java:63)
07-12 18:24:29.356  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Constructor.newInstance0(java.lang.Object[]) (Constructor.java:-2)
07-12 18:24:29.356  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Constructor.newInstance(java.lang.Object[]) (Constructor.java:334)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.createView(java.lang.String, java.lang.String, android.util.AttributeSet) (LayoutInflater.java:647)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.createViewFromTag(android.view.View, java.lang.String, android.content.Context, android.util.AttributeSet, boolean) (LayoutInflater.java:790)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.createViewFromTag(android.view.View, java.lang.String, android.content.Context, android.util.AttributeSet) (LayoutInflater.java:730)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.view.LayoutInflater.rInflate(org.xmlpull.v1.XmlPullParser, android.view.View, android.content.Context, android.util.AttributeSet, boolean) (LayoutInflater.java:863)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.view.LayoutInflater.rInflateChildren(org.xmlpull.v1.XmlPullParser, android.view.View, android.util.AttributeSet, boolean) (LayoutInflater.java:824)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.inflate(org.xmlpull.v1.XmlPullParser, android.view.ViewGroup, boolean) (LayoutInflater.java:515)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.inflate(int, android.view.ViewGroup, boolean) (LayoutInflater.java:423)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.View android.view.LayoutInflater.inflate(int, android.view.ViewGroup) (LayoutInflater.java:374)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.view.ViewGroup androidx.appcompat.app.AppCompatDelegateImpl.createSubDecor() (AppCompatDelegateImpl.java:749)
07-12 18:24:29.356  2370  2370 I zygote  :   at void androidx.appcompat.app.AppCompatDelegateImpl.ensureSubDecor() (AppCompatDelegateImpl.java:659)
07-12 18:24:29.356  2370  2370 I zygote  :   at void androidx.appcompat.app.AppCompatDelegateImpl.setContentView(int) (AppCompatDelegateImpl.java:552)
07-12 18:24:29.356  2370  2370 I zygote  :   at void androidx.appcompat.app.AppCompatActivity.setContentView(int) (AppCompatActivity.java:161)
07-12 18:24:29.356  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:24)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.356  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.356  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.357  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.357  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.357  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.357  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.357  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.357  2370  2370 I zygote  : 
07-12 18:24:29.698  2370  2370 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<com.amazonaws.mobile.client.AWSMobileClient$12>: java.lang.NoClassDefFoundError: Failed resolution of: Lcom/amazonaws/mobileconnectors/cognitoauth/handlers/AuthHandler;
07-12 18:24:29.698  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.698  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.698  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.698  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.698  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.698  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.698  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.698  2370  2370 I zygote  : Caused by: java.lang.ClassNotFoundException: Didn't find class "com.amazonaws.mobileconnectors.cognitoauth.handlers.AuthHandler" on path: DexPathList[[zip file "/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk"],nativeLibraryDirectories=[/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/lib/arm, /data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk!/lib/armeabi-v7a, /system/lib, /system/vendor/lib]]
07-12 18:24:29.698  2370  2370 I zygote  :   at java.lang.Class dalvik.system.BaseDexClassLoader.findClass(java.lang.String) (BaseDexClassLoader.java:125)
07-12 18:24:29.699  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
07-12 18:24:29.699  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
07-12 18:24:29.699  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.699  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.699  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.699  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.700  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.700  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.700  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.700  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.700  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.700  2370  2370 I zygote  : 
07-12 18:24:29.701  2370  2370 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<com.amazonaws.mobile.client.AWSMobileClient$12>: java.lang.NoClassDefFoundError: Failed resolution of: Lcom/amazonaws/mobileconnectors/cognitoauth/handlers/AuthHandler;
07-12 18:24:29.701  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.701  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.701  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.701  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.701  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.701  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.701  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.702  2370  2370 I zygote  : Caused by: java.lang.ClassNotFoundException: Didn't find class "com.amazonaws.mobileconnectors.cognitoauth.handlers.AuthHandler" on path: DexPathList[[zip file "/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk"],nativeLibraryDirectories=[/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/lib/arm, /data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk!/lib/armeabi-v7a, /system/lib, /system/vendor/lib]]
07-12 18:24:29.702  2370  2370 I zygote  :   at java.lang.Class dalvik.system.BaseDexClassLoader.findClass(java.lang.String) (BaseDexClassLoader.java:125)
07-12 18:24:29.702  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
07-12 18:24:29.702  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
07-12 18:24:29.702  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.702  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.702  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.702  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.702  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.702  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.702  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.702  2370  2370 I zygote  : 
07-12 18:24:29.703  2370  2370 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<com.amazonaws.mobile.client.AWSMobileClient$12>: java.lang.NoClassDefFoundError: Failed resolution of: Lcom/amazonaws/mobileconnectors/cognitoauth/handlers/AuthHandler;
07-12 18:24:29.703  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.703  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.703  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.703  2370  2370 I zygote  : Caused by: java.lang.ClassNotFoundException: Didn't find class "com.amazonaws.mobileconnectors.cognitoauth.handlers.AuthHandler" on path: DexPathList[[zip file "/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk"],nativeLibraryDirectories=[/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/lib/arm, /data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk!/lib/armeabi-v7a, /system/lib, /system/vendor/lib]]
07-12 18:24:29.703  2370  2370 I zygote  :   at java.lang.Class dalvik.system.BaseDexClassLoader.findClass(java.lang.String) (BaseDexClassLoader.java:125)
07-12 18:24:29.703  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
07-12 18:24:29.703  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
07-12 18:24:29.703  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.703  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.703  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.703  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.703  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.703  2370  2370 I zygote  : 
07-12 18:24:29.722  2370  2370 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<com.amazonaws.mobile.client.AWSMobileClient$3>: java.lang.NoClassDefFoundError: Failed resolution of: Lcom/amazonaws/mobileconnectors/cognitoauth/handlers/AuthHandler;
07-12 18:24:29.722  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.722  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.722  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:24:29.722  2370  2370 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:24:29.722  2370  2370 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:24:29.722  2370  2370 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:24:29.722  2370  2370 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:24:29.722  2370  2370 I zygote  : Caused by: java.lang.ClassNotFoundException: Didn't find class "com.amazonaws.mobileconnectors.cognitoauth.handlers.AuthHandler" on path: DexPathList[[zip file "/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk"],nativeLibraryDirectories=[/data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/lib/arm, /data/app/com.example.edgesum-thWSwiUe0N_A7yD7GpVjew==/base.apk!/lib/armeabi-v7a, /system/lib, /system/vendor/lib]]
07-12 18:24:29.722  2370  2370 I zygote  :   at java.lang.Class dalvik.system.BaseDexClassLoader.findClass(java.lang.String) (BaseDexClassLoader.java:125)
07-12 18:24:29.722  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
07-12 18:24:29.722  2370  2370 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
07-12 18:24:29.722  2370  2370 I zygote  :   at com.amazonaws.mobile.client.AWSMobileClient com.amazonaws.mobile.client.AWSMobileClient.getInstance() (AWSMobileClient.java:-1)
07-12 18:24:29.722  2370  2370 I zygote  :   at void com.example.edgesum.page.authentication.AuthenticationActivity.onCreate(android.os.Bundle) (AuthenticationActivity.java:27)
07-12 18:24:29.723  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle, android.os.PersistableBundle) (Activity.java:7009)
07-12 18:24:29.723  2370  2370 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7000)
07-12 18:24:29.723  2370  2370 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1214)
07-12 18:24:29.723  2370  2370 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2731)
07-12 18:24:29.723  2370  2370 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:2856)
07-12 18:24:29.723  2370  2370 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
