--------- beginning of main
07-12 18:06:13.840  7534  7534 I zygote64: Late-enabling -Xcheck:jni
--------- beginning of system
07-12 18:06:13.965  7534  7534 I ActivityThread: handleStopService: token=android.os.BinderProxy@b7b1a61 not found.
07-12 18:06:13.971  7534  7534 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 18:06:13.972  7534  7534 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:06:13.997  7534  7534 I TransferService: Registering the network receiver
07-12 18:06:14.002  7534  7534 I TransferService: Moving the service out of the Foreground state.
07-12 18:06:14.003  7534  7534 I TransferService: De-registering the network receiver.
07-12 18:06:33.727  7534  7534 I zygote64: Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 18:06:33.878  7534  7568 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:06:33.878  7534  7568 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = com.amazonaws.android.auth
07-12 18:06:33.882  7534  7573 D OpenGLRenderer: HWUI GL Pipeline
07-12 18:06:33.923  7534  7573 I Adreno  : QUALCOMM build                   : 8e59954, I0be83d0d26
07-12 18:06:33.923  7534  7573 I Adreno  : Build Date                       : 09/22/17
07-12 18:06:33.923  7534  7573 I Adreno  : OpenGL ES Shader Compiler Version: EV031.21.02.00
07-12 18:06:33.923  7534  7573 I Adreno  : Local Branch                     : O17A
07-12 18:06:33.923  7534  7573 I Adreno  : Remote Branch                    : 
07-12 18:06:33.923  7534  7573 I Adreno  : Remote Branch                    : 
07-12 18:06:33.923  7534  7573 I Adreno  : Reconstruct Branch               : 
07-12 18:06:33.924  7534  7573 D vndksupport: Loading /vendor/lib64/hw/gralloc.msm8992.so from current namespace instead of sphal namespace.
07-12 18:06:33.930  7534  7568 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:06:33.931  7534  7568 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:06:33.955  7534  7573 I Adreno  : PFP: 0x00000000, ME: 0x00000000
07-12 18:06:33.963  7534  7568 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:06:33.964  7534  7568 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = com.amazonaws.android.auth
07-12 18:06:33.966  7534  7573 I zygote64: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
07-12 18:06:33.970  7534  7573 I OpenGLRenderer: Initialized EGL, version 1.4
07-12 18:06:33.970  7534  7573 D OpenGLRenderer: Swap behavior 2
07-12 18:06:33.997  7534  7573 D vndksupport: Loading /vendor/lib64/hw/android.hardware.graphics.mapper@2.0-impl.so from current namespace instead of sphal namespace.
07-12 18:06:33.998  7534  7573 D vndksupport: Loading /vendor/lib64/hw/gralloc.msm8992.so from current namespace instead of sphal namespace.
07-12 18:06:34.111  7534  7568 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:06:34.132  7534  7568 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:06:34.132  7534  7568 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = CognitoIdentityProviderCache
07-12 18:06:34.249  7534  7568 D AWSMobileClient: Inspecting user state details
07-12 18:06:34.250  7534  7568 I AuthenticationActivity: SIGNED_IN
07-12 18:06:34.450  7534  7534 V Repo    : /storage/emulated/0/Movies/raw
07-12 18:06:34.450  7534  7534 V Repo    : /storage/emulated/0/Movies/summarised
07-12 18:06:34.462  7534  7534 V FileManager: External storage is readable
07-12 18:06:34.462  7534  7534 V FileManager: Directory already exists: /storage/emulated/0/Movies/raw
07-12 18:06:34.467  7534  7534 V FileManager: External storage is readable
07-12 18:06:34.468  7534  7534 V FileManager: Directory already exists: /storage/emulated/0/Movies/summarised
07-12 18:06:34.474  7534  7534 V FileManager: External storage is readable
07-12 18:06:34.475  7534  7534 V FileManager: Directory already exists: /storage/emulated/0/Download/nearby
07-12 18:06:34.479  7534  7534 V FileManager: External storage is readable
07-12 18:06:34.480  7534  7534 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment
07-12 18:06:34.486  7534  7534 V FileManager: External storage is readable
07-12 18:06:34.488  7534  7534 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum
07-12 18:06:34.497  7534  7539 I zygote64: Do partial code cache collection, code=28KB, data=29KB
07-12 18:06:34.497  7534  7539 I zygote64: After code cache collection, code=28KB, data=29KB
07-12 18:06:34.497  7534  7539 I zygote64: Increasing code cache capacity to 128KB
07-12 18:06:34.502  7534  7534 W System.err: org.json.JSONException: No value for manufacturer
07-12 18:06:34.503  7534  7534 W System.err: 	at org.json.JSONObject.get(JSONObject.java:392)
07-12 18:06:34.503  7534  7534 W System.err: 	at org.json.JSONObject.getString(JSONObject.java:553)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:374)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:347)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceInfo(DeviceName.java:186)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:138)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:111)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.setLocalName(NearbyFragment.java:118)
07-12 18:06:34.503  7534  7534 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.onCreate(NearbyFragment.java:110)
07-12 18:06:34.504  7534  7534 W System.err: 	at com.example.edgesum.page.main.ConnectionFragment.onCreate(ConnectionFragment.java:30)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.Fragment.performCreate(Fragment.java:2684)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentStateManager.create(FragmentStateManager.java:280)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1175)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentTransition.addToFirstInLastOut(FragmentTransition.java:1255)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentTransition.calculateFragments(FragmentTransition.java:1138)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentTransition.startTransitions(FragmentTransition.java:136)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.executeOpsTogether(FragmentManager.java:1989)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.removeRedundantOperationsAndExecute(FragmentManager.java:1947)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.execPendingActions(FragmentManager.java:1849)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:2629)
07-12 18:06:34.504  7534  7534 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchActivityCreated(FragmentManager.java:2577)
07-12 18:06:34.505  7534  7534 W System.err: 	at androidx.fragment.app.FragmentController.dispatchActivityCreated(FragmentController.java:247)
07-12 18:06:34.505  7534  7534 W System.err: 	at androidx.fragment.app.FragmentActivity.onStart(FragmentActivity.java:541)
07-12 18:06:34.505  7534  7534 W System.err: 	at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:201)
07-12 18:06:34.505  7534  7534 W System.err: 	at com.example.edgesum.page.main.MainActivity.onStart(MainActivity.java:88)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1334)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.Activity.performStart(Activity.java:7029)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2741)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2856)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.ActivityThread.-wrap11(Unknown Source:0)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1589)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-12 18:06:34.505  7534  7534 W System.err: 	at android.os.Looper.loop(Looper.java:164)
07-12 18:06:34.506  7534  7534 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6494)
07-12 18:06:34.506  7534  7534 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
07-12 18:06:34.506  7534  7534 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:438)
07-12 18:06:34.506  7534  7534 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:807)
07-12 18:06:34.632  7534  7534 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:06:34.637  7534  7534 D VideoManager: /storage/emulated/0/Movies/summarised
07-12 18:06:34.645  7534  7534 D VideoManager: 0 videos return
07-12 18:06:34.674  7534  7534 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:06:34.679  7534  7534 D VideoManager: /storage/emulated/0/Movies/raw
07-12 18:06:34.688  7534  7534 D VideoManager: 0 videos return
07-12 18:06:34.725  7534  7534 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 18:06:34.725  7534  7534 I TransferService: Registering the network receiver
07-12 18:06:34.727  7534  7534 E TransferService: No notification is passed in the intent. Unable to transition to foreground.
07-12 18:06:34.776  7534  7546 D MainActivity: Scanned /storage/emulated/0/Movies/summarised
07-12 18:06:34.776  7534  7546 D MainActivity:   -> uri=content://media/external/file/1156
07-12 18:06:34.809  7534  7547 D MainActivity: Scanned /storage/emulated/0/Movies/raw
07-12 18:06:34.809  7534  7547 D MainActivity:   -> uri=content://media/external/file/1157
07-12 18:06:34.838  7534  7534 I TransferNetworkLossHand: Network connectivity changed detected.
07-12 18:06:34.841  7534  7534 I TransferNetworkLossHand: Network connected: true
07-12 18:06:34.894  7534  7539 I zygote64: Do partial code cache collection, code=55KB, data=58KB
07-12 18:06:34.894  7534  7539 I zygote64: After code cache collection, code=55KB, data=58KB
07-12 18:06:34.894  7534  7539 I zygote64: Increasing code cache capacity to 256KB
07-12 18:06:34.894  7534  7539 I zygote64: Compiler allocated 4MB to compile void android.view.View.<init>(android.content.Context, android.util.AttributeSet, int, int)
07-12 18:06:47.202  7534  7534 V MainActivity: Connect button clicked
07-12 18:06:50.575  7534  7534 V ConnectionFragment: Advertisement switch checked
07-12 18:06:53.127  7534  7534 D NearbyFragment: Started advertising
07-12 18:06:56.624  7534  7541 I zygote64: Debugger is no longer active
07-12 18:07:19.218  7534  7534 D NearbyFragment: Initiated connection with Hqzs: Galaxy S8 [2802]
07-12 18:07:19.309  7534  7539 I zygote64: Do full code cache collection, code=121KB, data=96KB
07-12 18:07:19.310  7534  7539 I zygote64: After code cache collection, code=107KB, data=54KB
07-12 18:07:19.484  7534  7539 I zygote64: Do partial code cache collection, code=114KB, data=72KB
07-12 18:07:19.484  7534  7539 I zygote64: After code cache collection, code=111KB, data=72KB
07-12 18:07:19.484  7534  7539 I zygote64: Increasing code cache capacity to 512KB
07-12 18:07:21.024  7534  7534 I NearbyFragment: Connected to Endpoint{id=Hqzs, name=Galaxy S8 [2802]}
07-12 18:07:23.853  7534  7534 V ConnectionFragment: Advertisement switch unchecked
07-12 18:07:23.853  7534  7534 D NearbyFragment: Stopped advertising
07-12 18:07:33.989  7534  7534 V ConnectionFragment: Auto-send switch checked
07-12 18:07:34.015  7534  7534 W NearbyFragment: Preferences:
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Auto download: true
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Algorithm: best_or_local
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Fast scheduling: true
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Segmentation: true
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Auto segmentation: false
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Segment number: 4
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Noise tolerance: 45.00
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Quality: 23
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Speed: medium
07-12 18:07:34.015  7534  7534 W NearbyFragment:   Freeze duration: 1.00
07-12 18:07:34.016  7534  7534 W NearbyFragment: Download delay: 1s
07-12 18:07:34.016  7534  7534 W NearbyFragment: Started downloading from dashcam
07-12 18:07:34.017  7534  7802 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 18:07:34.022  7534  7802 V DashDownloadManager: Started downloading: 20200312_150643.mp4
07-12 18:07:34.054  7534  7802 D NetworkSecurityConfig: No Network Security Config specified, using platform default
07-12 18:07:47.401  7534  7534 V MainActivity: Navigation summarised button clicked
07-12 18:07:52.606  7534  7802 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 18:07:52.632  7534  7802 D VideoManager: videoCursor is null
07-12 18:07:52.677  7534  7802 V VideoManager: videoFromCursor
07-12 18:07:52.682  7534  7802 W DashDownloadManager: Successfully downloaded 20200312_150643.mp4 in 18.572s
07-12 18:07:52.683  7534  7802 V DownloadTestVideosTask: Entering callback for download completion of 20200312_150643.mp4
07-12 18:07:52.688  7534  7802 V RawFootageEventHandler: onAdd
07-12 18:07:52.691  7534  7802 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 18:07:52.694  7534  7802 I mobile-ffmpeg: Loading mobile-ffmpeg.
07-12 18:07:52.769  7534  7802 I mobile-ffmpeg: Loaded mobile-ffmpeg-full-gpl-arm64-v8a-4.3.2-20200415.
07-12 18:07:52.771  7534  7819 D mobile-ffmpeg: Callback thread started.
07-12 18:07:52.782  7534  7819 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x70956d5800] Found duplicated MOOV Atom. Skipped it
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150643.mp4':
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg:   Metadata:
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg:     creation_time   : 
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.852  7534  7819 I mobile-ffmpeg:     major_brand     : 
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg: mp42
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg:     minor_version   : 
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg: 1
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.853  7534  7819 I mobile-ffmpeg:     compatible_brands: 
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: mp42mp42
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg:   Duration: 
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: 00:01:00.02
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: , start: 
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: 0.000000
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: , bitrate: 
07-12 18:07:52.854  7534  7819 I mobile-ffmpeg: 9328 kb/s
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg:     Stream #0:0
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg: , 
07-12 18:07:52.855  7534  7819 I mobile-ffmpeg: 29.97 fps, 
07-12 18:07:52.856  7534  7819 I mobile-ffmpeg: 29.97 tbr, 
07-12 18:07:52.856  7534  7819 I mobile-ffmpeg: 1k tbn, 
07-12 18:07:52.857  7534  7819 I mobile-ffmpeg: 2k tbc
07-12 18:07:52.857  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.858  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.858  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.858  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.858  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.858  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.859  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.859  7534  7819 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 18:07:52.859  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.859  7534  7819 I mobile-ffmpeg:     Stream #0:1
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.860  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.861  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.861  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.861  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.861  7534  7819 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 18:07:52.861  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.877  7534  7802 V FileManager: External storage is readable
07-12 18:07:52.878  7534  7802 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_150643
07-12 18:07:52.878  7534  7802 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_150643.mp4 with 16s long segments
07-12 18:07:52.880  7534  7802 I FfmpegTools: Running ffmpeg with:
07-12 18:07:52.880  7534  7802 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_150643.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!%03d.mp4
07-12 18:07:52.887  7534  7819 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x70956d5800] Found duplicated MOOV Atom. Skipped it
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150643.mp4':
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg:   Metadata:
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg:     creation_time   : 
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.933  7534  7819 I mobile-ffmpeg:     major_brand     : 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: mp42
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg:     minor_version   : 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 1
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg:     compatible_brands: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: mp42mp42
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg:   Duration: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 00:01:00.02
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: , start: 
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: 0.000000
07-12 18:07:52.934  7534  7819 I mobile-ffmpeg: , bitrate: 
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: 9328 kb/s
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg:     Stream #0:0
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: , 
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: 29.97 fps, 
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: 29.97 tbr, 
07-12 18:07:52.935  7534  7819 I mobile-ffmpeg: 1k tbn, 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: 2k tbc
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.936  7534  7819 I mobile-ffmpeg:     Stream #0:1
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.937  7534  7819 I mobile-ffmpeg: [segment @ 0x70956d6a00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!000.mp4' for writing
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: Output #0, segment, to '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!%03d.mp4':
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg:   Metadata:
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg:     compatible_brands: 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: mp42mp42
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg:     major_brand     : 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: mp42
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg:     minor_version   : 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: 1
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg:     encoder         : 
07-12 18:07:52.938  7534  7819 I mobile-ffmpeg: Lavf58.42.100
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg:     Stream #0:0
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, q=2-31, 8381 kb/s
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: , 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 29.97 fps, 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 29.97 tbr, 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 16k tbn, 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 1k tbc
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.939  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.940  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.940  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.940  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.940  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg:     Stream #0:1
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: (eng)
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg:  (default)
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg:     Metadata:
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg:       creation_time   : 
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.941  7534  7819 I mobile-ffmpeg:       handler_name    : 
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: Stream mapping:
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg:   Stream #0:0 -> #0:0
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg:  (copy)
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg:   Stream #0:1 -> #0:1
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg:  (copy)
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: 
07-12 18:07:52.942  7534  7819 I mobile-ffmpeg: Press [q] to stop, [?] for help
07-12 18:07:53.019  7534  7819 I mobile-ffmpeg: [segment @ 0x70956d6a00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!001.mp4' for writing
07-12 18:07:53.107  7534  7819 I mobile-ffmpeg: [segment @ 0x70956d6a00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!002.mp4' for writing
