--------- beginning of main
07-12 18:55:29.509  6885  6885 I zygote  : Late-enabling -Xcheck:jni
07-12 18:55:29.773  6885  6885 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 18:55:29.901  6885  6885 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1589)
07-12 18:55:29.901  6885  6885 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:106)
07-12 18:55:29.901  6885  6885 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
07-12 18:55:29.901  6885  6885 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6494)
07-12 18:55:29.901  6885  6885 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
07-12 18:55:29.901  6885  6885 I zygote  :   at void com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run() (RuntimeInit.java:438)
07-12 18:55:29.901  6885  6885 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:807)
07-12 18:55:29.901  6885  6885 I zygote  : 
07-12 18:55:30.022  6885  6922 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:55:30.023  6885  6922 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = com.amazonaws.mobile.client
07-12 18:55:30.030  6885  6925 D OpenGLRenderer: HWUI GL Pipeline
07-12 18:55:30.053  6885  6922 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:55:30.053  6885  6922 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = com.amazonaws.android.auth
07-12 18:55:30.098  6885  6925 I Adreno-EGL: <qeglDrvAPI_eglInitialize:379>: QUALCOMM Build: 06/17/16, f19e6a9, I9e7a63e7c4
07-12 18:55:30.103  6885  6925 I zygote  : android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
07-12 18:55:30.103  6885  6925 I OpenGLRenderer: Initialized EGL, version 1.4
07-12 18:55:30.103  6885  6925 D OpenGLRenderer: Swap behavior 1
07-12 18:55:30.109  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:30.112  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:30.116  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:30.176  6885  6925 D vndksupport: Loading /vendor/lib/hw/android.hardware.graphics.mapper@2.0-impl.so from current namespace instead of sphal namespace.
07-12 18:55:30.177  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:30.207  6885  6922 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:55:30.213  6885  6922 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:55:30.250  6885  6922 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:55:30.250  6885  6922 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = com.amazonaws.android.auth
07-12 18:55:30.335  6885  6922 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:55:30.383  6885  6922 I AWSKeyValueStore: Detected Android API Level = 27
07-12 18:55:30.384  6885  6922 I AWSKeyValueStore: Creating the AWSKeyValueStore with key for sharedPreferencesForData = CognitoIdentityProviderCache
07-12 18:55:30.452  6885  6922 D AWSMobileClient: Inspecting user state details
07-12 18:55:30.453  6885  6922 I AuthenticationActivity: SIGNED_IN
07-12 18:55:30.722  6885  6885 V Repo    : /storage/emulated/0/Movies/raw
07-12 18:55:30.722  6885  6885 V Repo    : /storage/emulated/0/Movies/summarised
07-12 18:55:30.736  6885  6885 V FileManager: External storage is readable
07-12 18:55:30.737  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/raw
07-12 18:55:30.740  6885  6885 V FileManager: External storage is readable
07-12 18:55:30.741  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/summarised
07-12 18:55:30.747  6885  6885 V FileManager: External storage is readable
07-12 18:55:30.748  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Download/nearby
07-12 18:55:30.751  6885  6885 V FileManager: External storage is readable
07-12 18:55:30.752  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment
07-12 18:55:30.754  6885  6885 V FileManager: External storage is readable
07-12 18:55:30.755  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum
07-12 18:55:30.777  6885  6885 W System.err: org.json.JSONException: No value for manufacturer
07-12 18:55:30.779  6885  6885 W System.err: 	at org.json.JSONObject.get(JSONObject.java:392)
07-12 18:55:30.779  6885  6885 W System.err: 	at org.json.JSONObject.getString(JSONObject.java:553)
07-12 18:55:30.779  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:374)
07-12 18:55:30.779  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:347)
07-12 18:55:30.779  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceInfo(DeviceName.java:186)
07-12 18:55:30.779  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:138)
07-12 18:55:30.780  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:111)
07-12 18:55:30.780  6885  6885 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.setLocalName(NearbyFragment.java:118)
07-12 18:55:30.781  6885  6885 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.onCreate(NearbyFragment.java:110)
07-12 18:55:30.782  6885  6885 W System.err: 	at com.example.edgesum.page.main.ConnectionFragment.onCreate(ConnectionFragment.java:30)
07-12 18:55:30.782  6885  6885 W System.err: 	at androidx.fragment.app.Fragment.performCreate(Fragment.java:2684)
07-12 18:55:30.782  6885  6885 W System.err: 	at androidx.fragment.app.FragmentStateManager.create(FragmentStateManager.java:280)
07-12 18:55:30.782  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1175)
07-12 18:55:30.782  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.addToFirstInLastOut(FragmentTransition.java:1255)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.calculateFragments(FragmentTransition.java:1138)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.startTransitions(FragmentTransition.java:136)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.executeOpsTogether(FragmentManager.java:1989)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.removeRedundantOperationsAndExecute(FragmentManager.java:1947)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.execPendingActions(FragmentManager.java:1849)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:2629)
07-12 18:55:30.783  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchActivityCreated(FragmentManager.java:2577)
07-12 18:55:30.784  6885  6885 W System.err: 	at androidx.fragment.app.FragmentController.dispatchActivityCreated(FragmentController.java:247)
07-12 18:55:30.784  6885  6885 W System.err: 	at androidx.fragment.app.FragmentActivity.onStart(FragmentActivity.java:541)
07-12 18:55:30.784  6885  6885 W System.err: 	at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:201)
07-12 18:55:30.784  6885  6885 W System.err: 	at com.example.edgesum.page.main.MainActivity.onStart(MainActivity.java:88)
07-12 18:55:30.784  6885  6885 W System.err: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1334)
07-12 18:55:30.784  6885  6885 W System.err: 	at android.app.Activity.performStart(Activity.java:7029)
07-12 18:55:30.784  6885  6885 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2741)
07-12 18:55:30.784  6885  6885 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2856)
07-12 18:55:30.785  6885  6885 W System.err: 	at android.app.ActivityThread.-wrap11(Unknown Source:0)
07-12 18:55:30.785  6885  6885 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1589)
07-12 18:55:30.785  6885  6885 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-12 18:55:30.785  6885  6885 W System.err: 	at android.os.Looper.loop(Looper.java:164)
07-12 18:55:30.785  6885  6885 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6494)
07-12 18:55:30.785  6885  6885 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
07-12 18:55:30.785  6885  6885 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:438)
07-12 18:55:30.786  6885  6885 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:807)
07-12 18:55:31.020  6885  6885 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:55:31.023  6885  6885 D VideoManager: /storage/emulated/0/Movies/summarised
07-12 18:55:31.040  6885  6885 D VideoManager: 0 videos return
07-12 18:55:31.059  6885  6891 I zygote  : Do partial code cache collection, code=26KB, data=30KB
07-12 18:55:31.063  6885  6891 I zygote  : After code cache collection, code=26KB, data=30KB
07-12 18:55:31.063  6885  6891 I zygote  : Increasing code cache capacity to 128KB
07-12 18:55:31.069  6885  6891 I zygote  : Do partial code cache collection, code=26KB, data=48KB
07-12 18:55:31.069  6885  6891 I zygote  : After code cache collection, code=26KB, data=48KB
07-12 18:55:31.069  6885  6891 I zygote  : Increasing code cache capacity to 256KB
07-12 18:55:31.070  6885  6891 I zygote  : Compiler allocated 4MB to compile void android.widget.TextView.<init>(android.content.Context, android.util.AttributeSet, int, int)
07-12 18:55:31.106  6885  6885 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:55:31.111  6885  6885 D VideoManager: /storage/emulated/0/Movies/raw
07-12 18:55:31.122  6885  6885 D VideoManager: 0 videos return
07-12 18:55:31.188  6885  6885 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 18:55:31.189  6885  6885 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 18:55:31.211  6885  6885 I TransferService: Registering the network receiver
07-12 18:55:31.213  6885  6885 E TransferService: No notification is passed in the intent. Unable to transition to foreground.
07-12 18:55:31.293  6885  6907 D MainActivity: Scanned /storage/emulated/0/Movies/summarised
07-12 18:55:31.293  6885  6907 D MainActivity:   -> uri=content://media/external/file/1858
07-12 18:55:31.317  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.331  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.335  6885  6906 D MainActivity: Scanned /storage/emulated/0/Movies/raw
07-12 18:55:31.335  6885  6906 D MainActivity:   -> uri=content://media/external/file/1859
07-12 18:55:31.341  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.352  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.378  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:31.392  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:31.398  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.409  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:31.424  6885  6885 I TransferNetworkLossHand: Network connectivity changed detected.
07-12 18:55:31.426  6885  6885 I TransferNetworkLossHand: Network connected: true
07-12 18:55:32.116  6885  6891 I zygote  : Do full code cache collection, code=126KB, data=78KB
07-12 18:55:32.117  6885  6891 I zygote  : After code cache collection, code=119KB, data=60KB
07-12 18:55:32.277  6885  6891 I zygote  : Do partial code cache collection, code=123KB, data=72KB
07-12 18:55:32.277  6885  6891 I zygote  : After code cache collection, code=123KB, data=72KB
07-12 18:55:32.277  6885  6891 I zygote  : Increasing code cache capacity to 512KB
07-12 18:55:32.295  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:32.300  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:33.097  6885  6885 V MainActivity: Setting button clicked
07-12 18:55:33.391  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:33.391  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:34.016  6885  6885 I Choreographer: Skipped 40 frames!  The application may be doing too much work on its main thread.
07-12 18:55:34.959  6885  6891 I zygote  : Do full code cache collection, code=253KB, data=189KB
07-12 18:55:34.960  6885  6891 I zygote  : After code cache collection, code=250KB, data=158KB
07-12 18:55:35.059  6885  6891 I zygote  : Do partial code cache collection, code=250KB, data=165KB
07-12 18:55:35.060  6885  6891 I zygote  : After code cache collection, code=250KB, data=165KB
07-12 18:55:35.060  6885  6891 I zygote  : Increasing code cache capacity to 1024KB
07-12 18:55:41.457  6885  6885 V Repo    : /storage/emulated/0/Movies/raw
07-12 18:55:41.457  6885  6885 V Repo    : /storage/emulated/0/Movies/summarised
07-12 18:55:41.466  6885  6885 V FileManager: External storage is readable
07-12 18:55:41.466  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/raw
07-12 18:55:41.472  6885  6885 V FileManager: External storage is readable
07-12 18:55:41.472  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/summarised
07-12 18:55:41.475  6885  6885 V FileManager: External storage is readable
07-12 18:55:41.475  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Download/nearby
07-12 18:55:41.477  6885  6885 V FileManager: External storage is readable
07-12 18:55:41.479  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment
07-12 18:55:41.482  6885  6885 V FileManager: External storage is readable
07-12 18:55:41.482  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum
07-12 18:55:41.491  6885  6885 W System.err: org.json.JSONException: No value for manufacturer
07-12 18:55:41.491  6885  6885 W System.err: 	at org.json.JSONObject.get(JSONObject.java:392)
07-12 18:55:41.492  6885  6885 W System.err: 	at org.json.JSONObject.getString(JSONObject.java:553)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:374)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName$DeviceInfo.<init>(DeviceName.java:347)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceInfo(DeviceName.java:186)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:138)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.jaredrummler.android.device.DeviceName.getDeviceName(DeviceName.java:111)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.setLocalName(NearbyFragment.java:118)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.example.edgesum.util.nearby.NearbyFragment.onCreate(NearbyFragment.java:110)
07-12 18:55:41.492  6885  6885 W System.err: 	at com.example.edgesum.page.main.ConnectionFragment.onCreate(ConnectionFragment.java:30)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.Fragment.performCreate(Fragment.java:2684)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentStateManager.create(FragmentStateManager.java:280)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1175)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.addToFirstInLastOut(FragmentTransition.java:1255)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.calculateFragments(FragmentTransition.java:1138)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentTransition.startTransitions(FragmentTransition.java:136)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.executeOpsTogether(FragmentManager.java:1989)
07-12 18:55:41.493  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.removeRedundantOperationsAndExecute(FragmentManager.java:1947)
07-12 18:55:41.494  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.execPendingActions(FragmentManager.java:1849)
07-12 18:55:41.494  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:2629)
07-12 18:55:41.494  6885  6885 W System.err: 	at androidx.fragment.app.FragmentManager.dispatchActivityCreated(FragmentManager.java:2577)
07-12 18:55:41.494  6885  6885 W System.err: 	at androidx.fragment.app.FragmentController.dispatchActivityCreated(FragmentController.java:247)
07-12 18:55:41.494  6885  6885 W System.err: 	at androidx.fragment.app.FragmentActivity.onStart(FragmentActivity.java:541)
07-12 18:55:41.496  6885  6885 W System.err: 	at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:201)
07-12 18:55:41.496  6885  6885 W System.err: 	at com.example.edgesum.page.main.MainActivity.onStart(MainActivity.java:88)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1334)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.Activity.performStart(Activity.java:7029)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2741)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2856)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.ActivityThread.-wrap11(Unknown Source:0)
07-12 18:55:41.497  6885  6885 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1589)
07-12 18:55:41.498  6885  6885 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-12 18:55:41.498  6885  6885 W System.err: 	at android.os.Looper.loop(Looper.java:164)
07-12 18:55:41.498  6885  6885 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6494)
07-12 18:55:41.498  6885  6885 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
07-12 18:55:41.499  6885  6885 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:438)
07-12 18:55:41.499  6885  6885 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:807)
07-12 18:55:41.642  6885  6885 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:55:41.647  6885  6885 D VideoManager: /storage/emulated/0/Movies/summarised
07-12 18:55:41.658  6885  6885 D VideoManager: 0 videos return
07-12 18:55:41.686  6885  6885 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 18:55:41.689  6885  6885 D VideoManager: /storage/emulated/0/Movies/raw
07-12 18:55:41.697  6885  6885 D VideoManager: 0 videos return
07-12 18:55:41.797  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:41.813  6885  6885 I chatty  : uid=10086(com.example.edgesum) identical 2 lines
07-12 18:55:41.820  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:41.836  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:55:41.846  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:55:41.850  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:41.857  6885  6885 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 18:55:41.866  6885  6885 E TransferService: No notification is passed in the intent. Unable to transition to foreground.
07-12 18:55:41.917  6885  6907 D MainActivity: Scanned /storage/emulated/0/Movies/raw
07-12 18:55:41.917  6885  6907 D MainActivity:   -> uri=content://media/external/file/1859
07-12 18:55:42.017  6885  6937 D MainActivity: Scanned /storage/emulated/0/Movies/summarised
07-12 18:55:42.017  6885  6937 D MainActivity:   -> uri=content://media/external/file/1858
07-12 18:55:47.220  6885  6885 V MainActivity: Connect button clicked
07-12 18:55:53.297  6885  6885 V ConnectionFragment: Advertisement switch checked
07-12 18:55:55.415  6885  6885 D NearbyFragment: Started advertising
07-12 18:56:02.591  6885  6885 D NearbyFragment: Initiated connection with Hqzs: Galaxy S8 [2802]
07-12 18:56:02.745  6885  6891 I zygote  : Do full code cache collection, code=506KB, data=406KB
07-12 18:56:02.746  6885  6891 I zygote  : After code cache collection, code=502KB, data=343KB
07-12 18:56:02.788  6885  6925 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 18:56:02.797  6885  6925 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 18:56:04.158  6885  6885 I NearbyFragment: Connected to Endpoint{id=Hqzs, name=Galaxy S8 [2802]}
07-12 18:56:04.237  6885  6891 I zygote  : Do partial code cache collection, code=505KB, data=355KB
07-12 18:56:04.239  6885  6891 I zygote  : After code cache collection, code=505KB, data=355KB
07-12 18:56:04.240  6885  6891 I zygote  : Increasing code cache capacity to 2MB
07-12 18:56:05.237  6885  6885 V ConnectionFragment: Advertisement switch unchecked
07-12 18:56:05.237  6885  6885 D NearbyFragment: Stopped advertising
07-12 18:56:13.613  6885  6885 V ConnectionFragment: Auto-send switch checked
07-12 18:56:13.633  6885  6885 W NearbyFragment: Preferences:
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Auto download: true
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Algorithm: best_or_local
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Fast scheduling: true
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Segmentation: true
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Auto segmentation: false
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Segment number: 4
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Noise tolerance: 45.00
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Quality: 23
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Speed: medium
07-12 18:56:13.633  6885  6885 W NearbyFragment:   Freeze duration: 1.00
07-12 18:56:13.633  6885  6885 W NearbyFragment: Download delay: 1s
07-12 18:56:13.633  6885  6885 W NearbyFragment: Started downloading from dashcam
07-12 18:56:13.635  6885  7213 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 18:56:13.656  6885  7213 V DashDownloadManager: Started downloading: 20200312_150643.mp4
07-12 18:56:13.669  6885  7213 D NetworkSecurityConfig: No Network Security Config specified, using platform default
07-12 18:56:34.219  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 18:56:34.245  6885  7213 D VideoManager: videoCursor is null
07-12 18:56:34.318  6885  7213 V VideoManager: videoFromCursor
07-12 18:56:34.323  6885  7213 W DashDownloadManager: Successfully downloaded 20200312_150643.mp4 in 20.554s
07-12 18:56:34.323  6885  7213 V DownloadTestVideosTask: Entering callback for download completion of 20200312_150643.mp4
07-12 18:56:34.332  6885  7213 V RawFootageEventHandler: onAdd
07-12 18:56:34.334  6885  7213 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 18:56:34.334  6885  7213 I mobile-ffmpeg: Loading mobile-ffmpeg.
07-12 18:56:34.370  6885  7213 I mobile-ffmpeg: Loaded mobile-ffmpeg-full-gpl-arm-v7a-neon-4.3.2-20200415.
07-12 18:56:34.371  6885  7254 D mobile-ffmpeg: Callback thread started.
07-12 18:56:34.379  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0xa700de00] Found duplicated MOOV Atom. Skipped it
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150643.mp4':
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg:   Metadata:
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg:     creation_time   : 
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg:     major_brand     : 
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg: mp42
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.447  6885  7254 I mobile-ffmpeg:     minor_version   : 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 1
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg:     compatible_brands: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: mp42mp42
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg:   Duration: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 00:01:00.02
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: , start: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 0.000000
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: , bitrate: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 9328 kb/s
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.448  6885  7254 I mobile-ffmpeg:     Stream #0:0
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: (eng)
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: , 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 29.97 fps, 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 29.97 tbr, 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 1k tbn, 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 2k tbc
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg:  (default)
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg:     Metadata:
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg:       creation_time   : 
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 18:56:34.449  6885  7254 I mobile-ffmpeg: 
07-12 18:56:34.450  6885  7254 I mobile-ffmpeg:       handler_name    : 
07-12 18:56:34.450  6885  7254 I mobile-ffmpeg: PittaSoft Video Media Handler
