--------- beginning of main
07-12 19:20:09.488  9685  9685 I zygote  : Late-enabling -Xcheck:jni
--------- beginning of system
07-12 19:20:09.593  9685  9685 I ActivityThread: handleStopService: token=android.os.BinderProxy@aa15cae not found.
07-12 19:20:09.597  9685  9685 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 19:20:09.599  9685  9685 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 19:20:09.621  9685  9685 I TransferService: Registering the network receiver
07-12 19:20:09.625  9685  9685 I TransferService: Moving the service out of the Foreground state.
07-12 19:20:09.625  9685  9685 I TransferService: De-registering the network receiver.
07-12 19:20:14.577  9685  9699 I zygote  : Waiting for a blocking GC ProfileSaver
07-12 19:20:14.583  9685  9699 I zygote  : WaitForGcToComplete blocked ProfileSaver on HeapTrim for 6.831ms
07-12 19:20:33.036  9685  9685 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 19:20:34.049  9685  9685 W System.err: 	at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:201)
07-12 19:20:34.050  9685  9685 W System.err: 	at com.example.edgesum.page.main.MainActivity.onStart(MainActivity.java:88)
07-12 19:20:34.050  9685  9685 W System.err: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1334)
07-12 19:20:34.050  9685  9685 W System.err: 	at android.app.Activity.performStart(Activity.java:7029)
07-12 19:20:34.050  9685  9685 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2741)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2856)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.app.ActivityThread.-wrap11(Unknown Source:0)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1589)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.os.Looper.loop(Looper.java:164)
07-12 19:20:34.051  9685  9685 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6494)
07-12 19:20:34.051  9685  9685 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
07-12 19:20:34.052  9685  9685 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:438)
07-12 19:20:34.052  9685  9685 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:807)
07-12 19:20:34.255  9685  9690 I zygote  : Do partial code cache collection, code=24KB, data=30KB
07-12 19:20:34.258  9685  9690 I zygote  : After code cache collection, code=24KB, data=30KB
07-12 19:20:34.258  9685  9690 I zygote  : Increasing code cache capacity to 128KB
07-12 19:20:34.259  9685  9690 I zygote  : Do partial code cache collection, code=24KB, data=48KB
07-12 19:20:34.259  9685  9690 I zygote  : After code cache collection, code=24KB, data=48KB
07-12 19:20:34.259  9685  9690 I zygote  : Increasing code cache capacity to 256KB
07-12 19:20:34.260  9685  9690 I zygote  : Compiler allocated 4MB to compile void android.widget.TextView.<init>(android.content.Context, android.util.AttributeSet, int, int)
07-12 19:20:34.311  9685  9685 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 19:20:34.316  9685  9685 D VideoManager: /storage/emulated/0/Movies/summarised
07-12 19:20:34.330  9685  9685 D VideoManager: 0 videos return
07-12 19:20:34.386  9685  9685 V VideoManager: getAllVideoFromExternalStorageFolder
07-12 19:20:34.389  9685  9685 D VideoManager: /storage/emulated/0/Movies/raw
07-12 19:20:34.397  9685  9685 D VideoManager: 0 videos return
07-12 19:20:34.467  9685  9685 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 19:20:34.467  9685  9685 I TransferService: Registering the network receiver
07-12 19:20:34.470  9685  9685 E TransferService: No notification is passed in the intent. Unable to transition to foreground.
07-12 19:20:34.504  9685  9740 D MainActivity: Scanned /storage/emulated/0/Movies/raw
07-12 19:20:34.504  9685  9740 D MainActivity:   -> uri=content://media/external/file/1859
07-12 19:20:34.589  9685  9728 D MainActivity: Scanned /storage/emulated/0/Movies/summarised
07-12 19:20:34.589  9685  9728 D MainActivity:   -> uri=content://media/external/file/1858
07-12 19:20:34.619  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:20:34.643  9685  9685 I chatty  : uid=10086(com.example.edgesum) identical 2 lines
07-12 19:20:34.654  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:20:34.670  9685  9716 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 19:20:34.684  9685  9716 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 19:20:34.690  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:20:34.703  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:20:34.720  9685  9685 I TransferNetworkLossHand: Network connectivity changed detected.
07-12 19:20:34.721  9685  9685 I TransferNetworkLossHand: Network connected: true
07-12 19:20:39.358  9685  9685 V MainActivity: Connect button clicked
07-12 19:20:39.424  9685  9690 I zygote  : Do full code cache collection, code=123KB, data=82KB
07-12 19:20:39.441  9685  9690 I zygote  : After code cache collection, code=118KB, data=62KB
07-12 19:20:42.282  9685  9685 V ConnectionFragment: Advertisement switch checked
07-12 19:20:42.770  9685  9690 I zygote  : Do partial code cache collection, code=122KB, data=76KB
07-12 19:20:42.770  9685  9690 I zygote  : After code cache collection, code=122KB, data=76KB
07-12 19:20:42.770  9685  9690 I zygote  : Increasing code cache capacity to 512KB
07-12 19:20:44.501  9685  9685 D NearbyFragment: Started advertising
07-12 19:21:02.228  9685  9685 D NearbyFragment: Initiated connection with lSdw: Galaxy S8 [2802]
07-12 19:21:02.529  9685  9716 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 19:21:02.533  9685  9716 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 19:21:03.838  9685  9685 I NearbyFragment: Connected to Endpoint{id=lSdw, name=Galaxy S8 [2802]}
07-12 19:21:08.609  9685  9685 D NearbyFragment: Initiated connection with a6Kd: Shark 1S [34d8]
07-12 19:21:08.835  9685  9716 W Adreno-EGL: <qeglDrvAPI_eglGetConfigAttrib:607>: EGL_BAD_ATTRIBUTE
07-12 19:21:08.845  9685  9716 D vndksupport: Loading /vendor/lib/hw/gralloc.msm8974.so from current namespace instead of sphal namespace.
07-12 19:21:10.251  9685  9685 I NearbyFragment: Connected to Endpoint{id=a6Kd, name=Shark 1S [34d8]}
07-12 19:21:13.474  9685  9685 V ConnectionFragment: Advertisement switch unchecked
07-12 19:21:13.474  9685  9685 D NearbyFragment: Stopped advertising
07-12 19:21:29.243  9685  9685 V ConnectionFragment: Auto-send switch checked
07-12 19:21:29.307  9685  9685 W NearbyFragment: Preferences:
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Auto download: true
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Algorithm: best_or_local
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Fast scheduling: true
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Segmentation: true
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Auto segmentation: false
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Segment number: 4
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Noise tolerance: 45.00
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Quality: 23
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Speed: medium
07-12 19:21:29.307  9685  9685 W NearbyFragment:   Freeze duration: 1.00
07-12 19:21:29.307  9685  9685 W NearbyFragment: Download delay: 1s
07-12 19:21:29.307  9685  9685 W NearbyFragment: Started downloading from dashcam
07-12 19:21:29.310  9685  9975 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:21:29.318  9685  9975 V DashDownloadManager: Started downloading: 20200312_150643.mp4
07-12 19:21:29.357  9685  9975 D NetworkSecurityConfig: No Network Security Config specified, using platform default
07-12 19:21:29.517  9685  9690 I zygote  : Do full code cache collection, code=253KB, data=206KB
07-12 19:21:29.523  9685  9690 I zygote  : After code cache collection, code=250KB, data=169KB
07-12 19:21:30.415  9685  9685 V MainActivity: Navigation summarised button clicked
07-12 19:21:30.434  9685  9690 I zygote  : Do partial code cache collection, code=251KB, data=171KB
07-12 19:21:30.440  9685  9690 I zygote  : After code cache collection, code=251KB, data=171KB
07-12 19:21:30.441  9685  9690 I zygote  : Increasing code cache capacity to 1024KB
07-12 19:21:30.466  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:21:30.473  9685  9685 W StaticLayout: maxLineHeight should not be -1.  maxLines:1 lineCount:1
07-12 19:21:45.600  9685  9975 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 19:21:45.628  9685  9975 D VideoManager: videoCursor is null
07-12 19:21:45.699  9685  9975 V VideoManager: videoFromCursor
07-12 19:21:45.702  9685  9975 W DashDownloadManager: Successfully downloaded 20200312_150643.mp4 in 16.273s
07-12 19:21:45.702  9685  9975 V DownloadTestVideosTask: Entering callback for download completion of 20200312_150643.mp4
07-12 19:21:45.706  9685  9975 V RawFootageEventHandler: onAdd
07-12 19:21:45.709  9685  9975 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_150643.mp4
07-12 19:21:45.710  9685  9975 I mobile-ffmpeg: Loading mobile-ffmpeg.
07-12 19:21:45.832  9685  9975 I mobile-ffmpeg: Loaded mobile-ffmpeg-full-gpl-arm-v7a-neon-4.3.2-20200415.
07-12 19:21:45.835  9685  9999 D mobile-ffmpeg: Callback thread started.
07-12 19:21:45.842  9685  9999 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0xa700de00] Found duplicated MOOV Atom. Skipped it
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150643.mp4':
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg:   Metadata:
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg:     creation_time   : 
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg:     major_brand     : 
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: mp42
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg:     minor_version   : 
07-12 19:21:45.922  9685  9999 I mobile-ffmpeg: 1
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg:     compatible_brands: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: mp42mp42
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg:   Duration: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 00:01:00.02
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: , start: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 0.000000
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: , bitrate: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 9328 kb/s
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg:     Stream #0:0
07-12 19:21:45.923  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: , 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 29.97 fps, 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 1k tbn, 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 2k tbc
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.924  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg:     Stream #0:1
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.925  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:45.926  9685  9999 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:21:45.926  9685  9999 I mobile-ffmpeg: 
07-12 19:21:45.959  9685  9975 V FileManager: External storage is readable
07-12 19:21:45.960  9685  9975 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_150643
07-12 19:21:45.960  9685  9975 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_150643.mp4 with 16s long segments
07-12 19:21:45.963  9685  9975 I FfmpegTools: Running ffmpeg with:
07-12 19:21:45.963  9685  9975 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_150643.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!%03d.mp4
07-12 19:21:45.977  9685  9999 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f158c00] Found duplicated MOOV Atom. Skipped it
07-12 19:21:46.032  9685  9999 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150643.mp4':
07-12 19:21:46.032  9685  9999 I mobile-ffmpeg:   Metadata:
07-12 19:21:46.032  9685  9999 I mobile-ffmpeg:     creation_time   : 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg:     major_brand     : 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: mp42
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg:     minor_version   : 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 1
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg:     compatible_brands: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: mp42mp42
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg:   Duration: 
07-12 19:21:46.033  9685  9999 I mobile-ffmpeg: 00:01:00.02
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: , start: 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 0.000000
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: , bitrate: 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 9328 kb/s
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg:     Stream #0:0
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: , 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 29.97 fps, 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 1k tbn, 
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg: 2k tbc
07-12 19:21:46.034  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg:     Stream #0:1
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:21:46.035  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:46.036  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.036  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:46.036  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:46.036  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:46.037  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: [segment @ 0x8f159e00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!000.mp4' for writing
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: Output #0, segment, to '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!%03d.mp4':
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg:   Metadata:
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg:     compatible_brands: 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: mp42mp42
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg:     major_brand     : 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: mp42
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.038  9685  9999 I mobile-ffmpeg:     minor_version   : 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 1
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg:     encoder         : 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: Lavf58.42.100
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg:     Stream #0:0
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, q=2-31, 8381 kb/s
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: , 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 29.97 fps, 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:21:46.039  9685  9999 I mobile-ffmpeg: 16k tbn, 
07-12 19:21:46.040  9685  9999 I mobile-ffmpeg: 1k tbc
07-12 19:21:46.040  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:46.040  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.040  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:46.040  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:46.042  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:46.042  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.042  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:46.042  9685  9999 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg:     Stream #0:1
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: (eng)
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg:  (default)
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg:     Metadata:
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg:       creation_time   : 
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: 2020-03-12T04:07:43.000000Z
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg:       handler_name    : 
07-12 19:21:46.043  9685  9999 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg: Stream mapping:
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg:   Stream #0:0 -> #0:0
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg:  (copy)
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg:   Stream #0:1 -> #0:1
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg:  (copy)
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg: 
07-12 19:21:46.044  9685  9999 I mobile-ffmpeg: Press [q] to stop, [?] for help
07-12 19:21:46.177  9685  9999 I mobile-ffmpeg: [segment @ 0x8f159e00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!001.mp4' for writing
07-12 19:21:46.759  9685  9999 I mobile-ffmpeg: [segment @ 0x8f159e00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!002.mp4' for writing
07-12 19:21:46.760  9685  9999 I mobile-ffmpeg: frame=  964 fps=0.0 q=-1.0 size=N/A time=00:00:32.12 bitrate=N/A speed=44.3x    
07-12 19:21:46.898  9685  9999 I mobile-ffmpeg: [segment @ 0x8f159e00] Opening '/storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!003.mp4' for writing
07-12 19:21:47.392  9685  9999 I mobile-ffmpeg: frame= 1800 fps=1326 q=-1.0 Lsize=N/A time=00:01:00.02 bitrate=N/A speed=44.2x    
07-12 19:21:47.392  9685  9999 I mobile-ffmpeg: video:61407kB audio:345kB subtitle:0kB other streams:0kB global headers:0kB muxing overhead: 
07-12 19:21:47.392  9685  9999 I mobile-ffmpeg: unknown
07-12 19:21:47.392  9685  9999 I mobile-ffmpeg: 
07-12 19:21:47.395  9685  9975 V FileManager: External storage is readable
07-12 19:21:47.395  9685  9975 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_150643
07-12 19:21:47.396  9685  9975 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_150643
07-12 19:21:47.400  9685  9975 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!000.mp4
07-12 19:21:47.405  9685  9975 V VideoManager: videoFromCursor
07-12 19:21:47.407  9685  9975 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!001.mp4
07-12 19:21:47.410  9685  9975 V VideoManager: videoFromCursor
07-12 19:21:47.412  9685  9975 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!002.mp4
07-12 19:21:47.416  9685  9975 V VideoManager: videoFromCursor
07-12 19:21:47.418  9685  9975 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150643/20200312_150643!003.mp4
07-12 19:21:47.421  9685  9975 V VideoManager: videoFromCursor
07-12 19:21:47.424  9685  9975 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:21:47.426  9685  9975 W NearbyFragment: Sending 20200312_150643!000.mp4 to Galaxy S8 [2802]
07-12 19:21:47.460  9685  9685 V NearbyFragment: Transfer to Endpoint{id=lSdw, name=Galaxy S8 [2802]} complete
07-12 19:21:48.431  9685  9975 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:21:48.435  9685  9975 V DashDownloadManager: Started downloading: 20200312_150744.mp4
07-12 19:21:51.387  9685  9685 V NearbyFragment: Transfer to Endpoint{id=lSdw, name=Galaxy S8 [2802]} complete
07-12 19:21:51.524  9685  9685 D NearbyFragment: onPayloadReceived(endpointId=lSdw, payload=com.google.android.gms.nearby.connection.Payload@952f48f)
07-12 19:21:51.526  9685  9685 D NearbyFragment: Endpoint{id=lSdw, name=Galaxy S8 [2802]} has finished downloading 20200312_150643!000.mp4
07-12 19:21:51.528  9685  9685 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:21:51.530  9685  9685 W NearbyFragment: Sending 20200312_150643!001.mp4 to Shark 1S [34d8]
07-12 19:21:51.542  9685  9685 V NearbyFragment: Transfer to Endpoint{id=lSdw, name=Galaxy S8 [2802]} complete
07-12 19:21:51.554  9685  9685 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:21:53.952  9685  9685 D NearbyFragment: onPayloadReceived(endpointId=lSdw, payload=com.google.android.gms.nearby.connection.Payload@9944aab)
07-12 19:21:53.953  9685  9685 D NearbyFragment: 20200312_150643!000.mp4 from Endpoint{id=lSdw, name=Galaxy S8 [2802]} contained no activity
07-12 19:21:53.954  9685  9685 V NearbyFragment: Received a segment of 20200312_150643
07-12 19:21:53.955  9685  9685 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:21:53.957  9685  9685 W NearbyFragment: Sending 20200312_150643!002.mp4 to Galaxy S8 [2802]
07-12 19:21:53.979  9685  9685 V NearbyFragment: Transfer to Endpoint{id=lSdw, name=Galaxy S8 [2802]} complete
07-12 19:21:53.997  9685  9685 V NearbyFragment: Transfer to Endpoint{id=lSdw, name=Galaxy S8 [2802]} complete
07-12 19:21:58.188  9685  9685 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
