--------- beginning of main
06-29 19:01:47.428  6286  6286 I zygote64: Late-enabling -Xcheck:jni
--------- beginning of system
06-29 19:01:47.565  6286  6286 I ActivityThread: handleStopService: token=android.os.BinderProxy@feb3d70 not found.
06-29 19:01:47.572  6286  6286 I TransferService: Starting Transfer Service to listen for network connectivity changes.
06-29 19:01:47.574  6286  6286 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
06-29 19:01:47.604  6286  6286 I TransferService: Registering the network receiver
06-29 19:01:47.610  6286  6286 I TransferService: Moving the service out of the Foreground state.
06-29 19:01:47.611  6286  6286 I TransferService: De-registering the network receiver.
06-29 19:01:52.551  6286  6300 I zygote64: Waiting for a blocking GC ProfileSaver
06-29 19:01:52.566  6286  6300 I zygote64: WaitForGcToComplete blocked ProfileSaver on HeapTrim for 15.470ms
06-29 19:01:54.072  6286  6286 I zygote64: Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
06-29 19:06:18.754  6286  6286 V NearbyFragment: Transfer to QeZt: 42%
06-29 19:06:18.754  6286  6286 V NearbyFragment: Transfer to QeZt: 43%
06-29 19:06:18.755  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.755  6286  6286 V NearbyFragment: Transfer to QeZt: 43%
06-29 19:06:18.755  6286  6286 V NearbyFragment: Transfer to QeZt: 44%
06-29 19:06:18.755  6286  6286 V NearbyFragment: Transfer to QeZt: 44%
06-29 19:06:18.756  6286  6286 V NearbyFragment: Transfer to QeZt: 45%
06-29 19:06:18.756  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.756  6286  6286 V NearbyFragment: Transfer to QeZt: 45%
06-29 19:06:18.756  6286  6286 V NearbyFragment: Transfer to QeZt: 46%
06-29 19:06:18.757  6286  6286 V NearbyFragment: Transfer to QeZt: 46%
06-29 19:06:18.757  6286  6286 V NearbyFragment: Transfer to QeZt: 47%
06-29 19:06:18.758  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.758  6286  6286 V NearbyFragment: Transfer to QeZt: 47%
06-29 19:06:18.758  6286  6286 V NearbyFragment: Transfer to QeZt: 48%
06-29 19:06:18.759  6286  6286 V NearbyFragment: Transfer to QeZt: 48%
06-29 19:06:18.759  6286  6286 V NearbyFragment: Transfer to QeZt: 49%
06-29 19:06:18.759  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.759  6286  6286 V NearbyFragment: Transfer to QeZt: 49%
06-29 19:06:18.760  6286  6286 V NearbyFragment: Transfer to QeZt: 50%
06-29 19:06:18.760  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.760  6286  6286 V NearbyFragment: Transfer to QeZt: 50%
06-29 19:06:18.760  6286  6286 V NearbyFragment: Transfer to QeZt: 51%
06-29 19:06:18.761  6286  6286 V NearbyFragment: Transfer to QeZt: 51%
06-29 19:06:18.761  6286  6286 V NearbyFragment: Transfer to QeZt: 52%
06-29 19:06:18.761  6286  6286 I chatty  : uid=10100(com.example.edgesum) identical 1 line
06-29 19:06:18.762  6286  6286 V NearbyFragment: Transfer to QeZt: 52%
06-29 19:06:18.762  6286  6286 V NearbyFragment: Transfer to QeZt: 53%
06-29 19:06:18.801  6286  6286 V NearbyFragment: Transfer to QeZt: 53%
06-29 19:06:18.802  6286  6286 V NearbyFragment: Transfer to QeZt: 54%
06-29 19:06:18.807  6286  6286 V NearbyFragment: Transfer to QeZt: 54%
06-29 19:06:18.808  6286  6286 V NearbyFragment: Transfer to QeZt: 54%
06-29 19:06:18.808  6286  6286 V NearbyFragment: Transfer to QeZt: 55%
06-29 19:06:18.814  6286  6286 V NearbyFragment: Transfer to QeZt: 55%
06-29 19:06:18.816  6286  6286 V NearbyFragment: Transfer to QeZt: 56%
06-29 19:06:18.818  6286  6286 V NearbyFragment: Transfer to QeZt: 56%
06-29 19:06:18.819  6286  6286 V NearbyFragment: Transfer to QeZt: 56%
06-29 19:06:18.824  6286  6286 V NearbyFragment: Transfer to QeZt: 57%
06-29 19:06:18.824  6286  6286 V NearbyFragment: Transfer to QeZt: 57%
06-29 19:06:18.825  6286  6286 V NearbyFragment: Transfer to QeZt: 57%
06-29 19:06:18.827  6286  6286 V NearbyFragment: Transfer to QeZt: 58%
06-29 19:06:18.830  6286  6286 V NearbyFragment: Transfer to QeZt: 58%
06-29 19:06:18.831  6286  6286 V NearbyFragment: Transfer to QeZt: 59%
06-29 19:06:18.834  6286  6286 V NearbyFragment: Transfer to QeZt: 59%
06-29 19:06:18.835  6286  6286 V NearbyFragment: Transfer to QeZt: 59%
06-29 19:06:18.840  6286  6286 V NearbyFragment: Transfer to QeZt: 60%
06-29 19:06:18.843  6286  6286 V NearbyFragment: Transfer to QeZt: 60%
06-29 19:06:18.846  6286  6286 V NearbyFragment: Transfer to QeZt: 61%
06-29 19:06:18.848  6286  6286 V NearbyFragment: Transfer to QeZt: 61%
06-29 19:06:18.850  6286  6286 V NearbyFragment: Transfer to QeZt: 61%
06-29 19:06:18.851  6286  6286 V NearbyFragment: Transfer to QeZt: 62%
06-29 19:06:18.853  6286  6286 V NearbyFragment: Transfer to QeZt: 62%
06-29 19:06:18.857  6286  6286 V NearbyFragment: Transfer to QeZt: 63%
06-29 19:06:18.858  6286  6286 V NearbyFragment: Transfer to QeZt: 63%
06-29 19:06:18.860  6286  6286 V NearbyFragment: Transfer to QeZt: 63%
06-29 19:06:18.863  6286  6286 V NearbyFragment: Transfer to QeZt: 64%
06-29 19:06:18.866  6286  6286 V NearbyFragment: Transfer to QeZt: 64%
06-29 19:06:18.867  6286  6286 V NearbyFragment: Transfer to QeZt: 64%
06-29 19:06:18.869  6286  6286 V NearbyFragment: Transfer to QeZt: 65%
06-29 19:06:18.871  6286  6286 V NearbyFragment: Transfer to QeZt: 65%
06-29 19:06:18.883  6286  6286 V NearbyFragment: Transfer to QeZt: 66%
06-29 19:06:18.884  6286  6286 V NearbyFragment: Transfer to QeZt: 66%
06-29 19:06:18.885  6286  6286 V NearbyFragment: Transfer to QeZt: 66%
06-29 19:06:18.886  6286  6286 V NearbyFragment: Transfer to QeZt: 67%
06-29 19:06:18.889  6286  6286 V NearbyFragment: Transfer to QeZt: 67%
06-29 19:06:18.892  6286  6286 V NearbyFragment: Transfer to QeZt: 68%
06-29 19:06:18.892  6286  6286 V NearbyFragment: Transfer to QeZt: 68%
06-29 19:06:18.894  6286  6286 V NearbyFragment: Transfer to QeZt: 68%
06-29 19:06:18.898  6286  6286 V NearbyFragment: Transfer to QeZt: 69%
06-29 19:06:18.899  6286  6286 V NearbyFragment: Transfer to QeZt: 69%
06-29 19:06:18.977  6286  6528 V DownloadTestVideosTask: Starting DownloadTestVideosTask
06-29 19:06:18.978  6286  6528 V DashDownloadManager: Started downloading: 20200312_150744.mp4
06-29 19:06:18.991  6286  6286 V NearbyFragment: Transfer to QeZt: 70%
06-29 19:06:18.993  6286  6286 V NearbyFragment: Transfer to QeZt: 70%
06-29 19:06:18.995  6286  6286 V NearbyFragment: Transfer to QeZt: 70%
06-29 19:06:18.998  6286  6286 V NearbyFragment: Transfer to QeZt: 71%
06-29 19:06:18.999  6286  6286 V NearbyFragment: Transfer to QeZt: 71%
06-29 19:06:19.001  6286  6286 V NearbyFragment: Transfer to QeZt: 71%
06-29 19:06:19.006  6286  6286 V NearbyFragment: Transfer to QeZt: 72%
06-29 19:06:19.006  6286  6286 V NearbyFragment: Transfer to QeZt: 72%
06-29 19:06:19.008  6286  6286 V NearbyFragment: Transfer to QeZt: 73%
06-29 19:06:19.012  6286  6286 V NearbyFragment: Transfer to QeZt: 73%
06-29 19:06:19.014  6286  6286 V NearbyFragment: Transfer to QeZt: 73%
06-29 19:06:19.017  6286  6286 V NearbyFragment: Transfer to QeZt: 74%
06-29 19:06:19.018  6286  6286 V NearbyFragment: Transfer to QeZt: 74%
06-29 19:06:19.020  6286  6286 V NearbyFragment: Transfer to QeZt: 75%
06-29 19:06:19.022  6286  6286 V NearbyFragment: Transfer to QeZt: 75%
06-29 19:06:19.024  6286  6286 V NearbyFragment: Transfer to QeZt: 75%
06-29 19:06:19.026  6286  6286 V NearbyFragment: Transfer to QeZt: 76%
06-29 19:06:19.028  6286  6286 V NearbyFragment: Transfer to QeZt: 76%
06-29 19:06:19.030  6286  6286 V NearbyFragment: Transfer to QeZt: 77%
06-29 19:06:19.033  6286  6286 V NearbyFragment: Transfer to QeZt: 77%
06-29 19:06:19.035  6286  6286 V NearbyFragment: Transfer to QeZt: 77%
06-29 19:06:19.037  6286  6286 V NearbyFragment: Transfer to QeZt: 78%
06-29 19:06:19.042  6286  6286 V NearbyFragment: Transfer to QeZt: 78%
06-29 19:06:19.042  6286  6286 V NearbyFragment: Transfer to QeZt: 78%
06-29 19:06:19.047  6286  6286 V NearbyFragment: Transfer to QeZt: 79%
06-29 19:06:19.049  6286  6286 V NearbyFragment: Transfer to QeZt: 79%
06-29 19:06:19.050  6286  6286 V NearbyFragment: Transfer to QeZt: 80%
06-29 19:06:19.051  6286  6286 V NearbyFragment: Transfer to QeZt: 80%
06-29 19:06:19.055  6286  6286 V NearbyFragment: Transfer to QeZt: 80%
06-29 19:06:19.058  6286  6286 V NearbyFragment: Transfer to QeZt: 81%
06-29 19:06:19.059  6286  6286 V NearbyFragment: Transfer to QeZt: 81%
06-29 19:06:19.063  6286  6286 V NearbyFragment: Transfer to QeZt: 82%
06-29 19:06:19.066  6286  6286 V NearbyFragment: Transfer to QeZt: 82%
06-29 19:06:19.068  6286  6286 V NearbyFragment: Transfer to QeZt: 82%
06-29 19:06:19.070  6286  6286 V NearbyFragment: Transfer to QeZt: 83%
06-29 19:06:19.072  6286  6286 V NearbyFragment: Transfer to QeZt: 83%
06-29 19:06:19.074  6286  6286 V NearbyFragment: Transfer to QeZt: 84%
06-29 19:06:19.076  6286  6286 V NearbyFragment: Transfer to QeZt: 84%
06-29 19:06:19.438  6286  6286 V NearbyFragment: Transfer to QeZt: 84%
06-29 19:06:19.442  6286  6286 V NearbyFragment: Transfer to QeZt: 85%
06-29 19:06:19.446  6286  6286 V NearbyFragment: Transfer to QeZt: 85%
06-29 19:06:19.449  6286  6286 V NearbyFragment: Transfer to QeZt: 85%
06-29 19:06:19.453  6286  6286 V NearbyFragment: Transfer to QeZt: 86%
06-29 19:06:19.457  6286  6286 V NearbyFragment: Transfer to QeZt: 86%
06-29 19:06:19.462  6286  6286 V NearbyFragment: Transfer to QeZt: 87%
06-29 19:06:19.465  6286  6286 V NearbyFragment: Transfer to QeZt: 87%
06-29 19:06:19.468  6286  6286 V NearbyFragment: Transfer to QeZt: 87%
06-29 19:06:19.470  6286  6286 V NearbyFragment: Transfer to QeZt: 88%
06-29 19:06:19.473  6286  6286 V NearbyFragment: Transfer to QeZt: 88%
06-29 19:06:19.474  6286  6286 V NearbyFragment: Transfer to QeZt: 89%
06-29 19:06:19.476  6286  6286 V NearbyFragment: Transfer to QeZt: 89%
06-29 19:06:19.479  6286  6286 V NearbyFragment: Transfer to QeZt: 89%
06-29 19:06:19.482  6286  6286 V NearbyFragment: Transfer to QeZt: 90%
06-29 19:06:19.483  6286  6286 V NearbyFragment: Transfer to QeZt: 90%
06-29 19:06:19.486  6286  6286 V NearbyFragment: Transfer to QeZt: 91%
06-29 19:06:19.489  6286  6286 V NearbyFragment: Transfer to QeZt: 91%
06-29 19:06:19.491  6286  6286 V NearbyFragment: Transfer to QeZt: 91%
06-29 19:06:19.494  6286  6286 V NearbyFragment: Transfer to QeZt: 92%
06-29 19:06:19.495  6286  6286 V NearbyFragment: Transfer to QeZt: 92%
06-29 19:06:19.497  6286  6286 V NearbyFragment: Transfer to QeZt: 92%
06-29 19:06:19.500  6286  6286 V NearbyFragment: Transfer to QeZt: 93%
06-29 19:06:19.502  6286  6286 V NearbyFragment: Transfer to QeZt: 93%
06-29 19:06:19.504  6286  6286 V NearbyFragment: Transfer to QeZt: 94%
06-29 19:06:19.509  6286  6286 V NearbyFragment: Transfer to QeZt: 94%
06-29 19:06:19.511  6286  6286 V NearbyFragment: Transfer to QeZt: 94%
06-29 19:06:19.514  6286  6286 V NearbyFragment: Transfer to QeZt: 95%
06-29 19:06:19.516  6286  6286 V NearbyFragment: Transfer to QeZt: 95%
06-29 19:06:19.677  6286  6286 V NearbyFragment: Transfer to QeZt: 96%
06-29 19:06:19.684  6286  6286 V NearbyFragment: Transfer to QeZt: 96%
06-29 19:06:19.689  6286  6286 V NearbyFragment: Transfer to QeZt: 96%
06-29 19:06:19.693  6286  6286 V NearbyFragment: Transfer to QeZt: 97%
06-29 19:06:19.696  6286  6286 V NearbyFragment: Transfer to QeZt: 97%
06-29 19:06:19.700  6286  6286 V NearbyFragment: Transfer to QeZt: 98%
06-29 19:06:19.706  6286  6286 V NearbyFragment: Transfer to QeZt: 98%
06-29 19:06:19.708  6286  6286 V NearbyFragment: Transfer to QeZt: 98%
06-29 19:06:19.710  6286  6286 V NearbyFragment: Transfer to QeZt: 99%
06-29 19:06:19.718  6286  6286 V NearbyFragment: Transfer to QeZt: 99%
06-29 19:06:19.719  6286  6286 V NearbyFragment: Transfer to QeZt: 99%
06-29 19:06:19.720  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:19.721  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:19.723  6286  6286 V NearbyFragment: Transfer to RQjb: 0%
06-29 19:06:19.726  6286  6286 V NearbyFragment: Transfer to RQjb: 0%
06-29 19:06:19.728  6286  6286 V NearbyFragment: Transfer to RQjb: 1%
06-29 19:06:19.730  6286  6286 V NearbyFragment: Transfer to RQjb: 1%
06-29 19:06:19.732  6286  6286 V NearbyFragment: Transfer to RQjb: 1%
06-29 19:06:19.734  6286  6286 V NearbyFragment: Transfer to RQjb: 2%
06-29 19:06:19.736  6286  6286 V NearbyFragment: Transfer to RQjb: 2%
06-29 19:06:19.739  6286  6286 V NearbyFragment: Transfer to RQjb: 3%
06-29 19:06:19.741  6286  6286 V NearbyFragment: Transfer to RQjb: 3%
06-29 19:06:19.743  6286  6286 V NearbyFragment: Transfer to RQjb: 3%
06-29 19:06:19.745  6286  6286 V NearbyFragment: Transfer to RQjb: 4%
06-29 19:06:19.750  6286  6286 V NearbyFragment: Transfer to RQjb: 4%
06-29 19:06:19.751  6286  6286 V NearbyFragment: Transfer to RQjb: 5%
06-29 19:06:19.751  6286  6286 V NearbyFragment: Transfer to RQjb: 5%
06-29 19:06:19.753  6286  6286 V NearbyFragment: Transfer to RQjb: 5%
06-29 19:06:19.755  6286  6286 V NearbyFragment: Transfer to RQjb: 6%
06-29 19:06:19.756  6286  6286 V NearbyFragment: Transfer to RQjb: 6%
06-29 19:06:19.758  6286  6286 V NearbyFragment: Transfer to RQjb: 6%
06-29 19:06:19.760  6286  6286 V NearbyFragment: Transfer to RQjb: 7%
06-29 19:06:19.762  6286  6286 V NearbyFragment: Transfer to RQjb: 7%
06-29 19:06:19.764  6286  6286 V NearbyFragment: Transfer to RQjb: 8%
06-29 19:06:19.766  6286  6286 V NearbyFragment: Transfer to RQjb: 8%
06-29 19:06:19.768  6286  6286 V NearbyFragment: Transfer to RQjb: 8%
06-29 19:06:19.770  6286  6286 V NearbyFragment: Transfer to RQjb: 9%
06-29 19:06:19.772  6286  6286 V NearbyFragment: Transfer to RQjb: 9%
06-29 19:06:19.774  6286  6286 V NearbyFragment: Transfer to RQjb: 10%
06-29 19:06:19.775  6286  6286 V NearbyFragment: Transfer to RQjb: 10%
06-29 19:06:19.777  6286  6286 V NearbyFragment: Transfer to RQjb: 10%
06-29 19:06:19.779  6286  6286 V NearbyFragment: Transfer to RQjb: 11%
06-29 19:06:19.781  6286  6286 V NearbyFragment: Transfer to RQjb: 11%
06-29 19:06:19.783  6286  6286 V NearbyFragment: Transfer to RQjb: 12%
06-29 19:06:19.785  6286  6286 V NearbyFragment: Transfer to RQjb: 12%
06-29 19:06:19.786  6286  6286 V NearbyFragment: Transfer to RQjb: 12%
06-29 19:06:19.788  6286  6286 V NearbyFragment: Transfer to RQjb: 13%
06-29 19:06:19.790  6286  6286 V NearbyFragment: Transfer to RQjb: 13%
06-29 19:06:19.792  6286  6286 V NearbyFragment: Transfer to RQjb: 13%
06-29 19:06:19.794  6286  6286 V NearbyFragment: Transfer to RQjb: 14%
06-29 19:06:19.796  6286  6286 V NearbyFragment: Transfer to RQjb: 14%
06-29 19:06:19.803  6286  6286 V NearbyFragment: Transfer to RQjb: 15%
06-29 19:06:19.805  6286  6286 V NearbyFragment: Transfer to RQjb: 15%
06-29 19:06:19.807  6286  6286 V NearbyFragment: Transfer to RQjb: 15%
06-29 19:06:19.809  6286  6286 V NearbyFragment: Transfer to RQjb: 16%
06-29 19:06:19.810  6286  6286 V NearbyFragment: Transfer to RQjb: 16%
06-29 19:06:19.812  6286  6286 V NearbyFragment: Transfer to RQjb: 17%
06-29 19:06:19.814  6286  6286 V NearbyFragment: Transfer to RQjb: 17%
06-29 19:06:19.816  6286  6286 V NearbyFragment: Transfer to RQjb: 17%
06-29 19:06:19.818  6286  6286 V NearbyFragment: Transfer to RQjb: 18%
06-29 19:06:19.820  6286  6286 V NearbyFragment: Transfer to RQjb: 18%
06-29 19:06:19.822  6286  6286 V NearbyFragment: Transfer to RQjb: 19%
06-29 19:06:19.824  6286  6286 V NearbyFragment: Transfer to RQjb: 19%
06-29 19:06:19.825  6286  6286 V NearbyFragment: Transfer to RQjb: 19%
06-29 19:06:19.827  6286  6286 V NearbyFragment: Transfer to RQjb: 20%
06-29 19:06:19.829  6286  6286 V NearbyFragment: Transfer to RQjb: 20%
06-29 19:06:19.830  6286  6286 V NearbyFragment: Transfer to RQjb: 20%
06-29 19:06:19.832  6286  6286 V NearbyFragment: Transfer to RQjb: 21%
06-29 19:06:19.834  6286  6286 V NearbyFragment: Transfer to RQjb: 21%
06-29 19:06:19.836  6286  6286 V NearbyFragment: Transfer to RQjb: 22%
06-29 19:06:19.838  6286  6286 V NearbyFragment: Transfer to RQjb: 22%
06-29 19:06:19.840  6286  6286 V NearbyFragment: Transfer to RQjb: 22%
06-29 19:06:19.842  6286  6286 V NearbyFragment: Transfer to RQjb: 23%
06-29 19:06:20.366  6286  6286 D NearbyFragment: onPayloadReceived(endpointId=QeZt, payload=com.google.android.gms.nearby.connection.Payload@6e9ef20)
06-29 19:06:20.369  6286  6286 D NearbyFragment: Endpoint{id=QeZt, name=Galaxy S8 [2802]} has finished downloading 20200312_150643!000.mp4
06-29 19:06:20.376  6286  6286 V NearbyFragment: nextTransfer with selected algorithm: ordered
06-29 19:06:20.378  6286  6286 I NearbyFragment: Endpoint queue is empty
06-29 19:06:20.382  6286  6286 W NearbyFragment: Sending 20200312_150643!002.mp4 to Galaxy S8 [2802]
06-29 19:06:20.391  6286  6286 V NearbyFragment: connectedCount: 2, transferCount: 3, transferQueue size: 1
06-29 19:06:20.391  6286  6286 D NearbyFragment: In nextTransfer with simple_return; transferQueue is too small to start
06-29 19:06:20.392  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:20.402  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:20.405  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:20.423  6286  6286 V NearbyFragment: Transfer to QeZt: 100%
06-29 19:06:20.648  6286  6286 V NearbyFragment: Transfer to RQjb: 23%
06-29 19:06:20.650  6286  6286 V NearbyFragment: Transfer to RQjb: 24%
06-29 19:06:20.653  6286  6286 V NearbyFragment: Transfer to RQjb: 24%
06-29 19:06:20.656  6286  6286 V NearbyFragment: Transfer to RQjb: 24%
06-29 19:06:20.659  6286  6286 V NearbyFragment: Transfer to RQjb: 25%
06-29 19:06:20.662  6286  6286 V NearbyFragment: Transfer to RQjb: 25%
06-29 19:06:20.669  6286  6286 V NearbyFragment: Transfer to RQjb: 26%
06-29 19:06:20.675  6286  6286 V NearbyFragment: Transfer to RQjb: 26%
06-29 19:06:20.675  6286  6286 V NearbyFragment: Transfer to RQjb: 26%
06-29 19:06:20.680  6286  6286 V NearbyFragment: Transfer to RQjb: 27%
06-29 19:06:20.682  6286  6286 V NearbyFragment: Transfer to RQjb: 27%
06-29 19:06:20.685  6286  6286 V NearbyFragment: Transfer to RQjb: 27%
06-29 19:06:20.686  6286  6286 V NearbyFragment: Transfer to RQjb: 28%
06-29 19:06:20.688  6286  6286 V NearbyFragment: Transfer to RQjb: 28%
06-29 19:06:20.690  6286  6286 V NearbyFragment: Transfer to RQjb: 29%
06-29 19:06:20.692  6286  6286 V NearbyFragment: Transfer to RQjb: 29%
06-29 19:06:20.695  6286  6286 V NearbyFragment: Transfer to RQjb: 29%
06-29 19:06:20.699  6286  6286 V NearbyFragment: Transfer to RQjb: 30%
06-29 19:06:20.700  6286  6286 V NearbyFragment: Transfer to RQjb: 30%
06-29 19:06:20.702  6286  6286 V NearbyFragment: Transfer to RQjb: 31%
06-29 19:06:20.704  6286  6286 V NearbyFragment: Transfer to RQjb: 31%
06-29 19:06:20.706  6286  6286 V NearbyFragment: Transfer to RQjb: 31%
06-29 19:06:20.708  6286  6286 V NearbyFragment: Transfer to RQjb: 32%
06-29 19:06:20.748  6286  6286 V NearbyFragment: Transfer to RQjb: 32%
06-29 19:06:21.390  6286  6286 V NearbyFragment: Transfer to RQjb: 33%
06-29 19:06:21.394  6286  6286 V NearbyFragment: Transfer to RQjb: 33%
06-29 19:06:21.397  6286  6286 V NearbyFragment: Transfer to RQjb: 33%
06-29 19:06:21.403  6286  6286 V NearbyFragment: Transfer to RQjb: 34%
06-29 19:06:21.405  6286  6286 V NearbyFragment: Transfer to RQjb: 34%
06-29 19:06:21.409  6286  6286 V NearbyFragment: Transfer to RQjb: 34%
06-29 19:06:21.412  6286  6286 V NearbyFragment: Transfer to RQjb: 35%
06-29 19:06:21.416  6286  6286 V NearbyFragment: Transfer to RQjb: 35%
06-29 19:06:21.417  6286  6286 V NearbyFragment: Transfer to RQjb: 36%
06-29 19:06:21.419  6286  6286 V NearbyFragment: Transfer to RQjb: 36%
06-29 19:06:21.421  6286  6286 V NearbyFragment: Transfer to RQjb: 36%
06-29 19:06:21.424  6286  6286 V NearbyFragment: Transfer to RQjb: 37%
06-29 19:06:21.426  6286  6286 V NearbyFragment: Transfer to RQjb: 37%
06-29 19:06:21.428  6286  6286 V NearbyFragment: Transfer to RQjb: 38%
06-29 19:06:21.431  6286  6286 V NearbyFragment: Transfer to RQjb: 38%
06-29 19:06:21.432  6286  6286 V NearbyFragment: Transfer to RQjb: 38%
06-29 19:06:21.434  6286  6286 V NearbyFragment: Transfer to RQjb: 39%
06-29 19:06:21.436  6286  6286 V NearbyFragment: Transfer to RQjb: 39%
06-29 19:06:21.437  6286  6286 V NearbyFragment: Transfer to RQjb: 40%
06-29 19:06:21.440  6286  6286 V NearbyFragment: Transfer to RQjb: 40%
06-29 19:06:21.443  6286  6286 V NearbyFragment: Transfer to RQjb: 40%
06-29 19:06:21.444  6286  6286 V NearbyFragment: Transfer to RQjb: 41%
06-29 19:06:21.446  6286  6286 V NearbyFragment: Transfer to RQjb: 41%
06-29 19:06:21.449  6286  6286 V NearbyFragment: Transfer to RQjb: 41%
06-29 19:06:21.453  6286  6286 V NearbyFragment: Transfer to RQjb: 42%
06-29 19:06:21.455  6286  6286 V NearbyFragment: Transfer to RQjb: 42%
06-29 19:06:21.457  6286  6286 V NearbyFragment: Transfer to RQjb: 43%
06-29 19:06:21.825  6286  6286 V NearbyFragment: Transfer to RQjb: 43%
06-29 19:06:21.838  6286  6286 V NearbyFragment: Transfer to RQjb: 43%
06-29 19:06:21.841  6286  6286 V NearbyFragment: Transfer to RQjb: 44%
06-29 19:06:21.842  6286  6286 V NearbyFragment: Transfer to RQjb: 44%
06-29 19:06:21.845  6286  6286 V NearbyFragment: Transfer to RQjb: 45%
06-29 19:06:21.848  6286  6286 V NearbyFragment: Transfer to RQjb: 45%
06-29 19:06:21.850  6286  6286 V NearbyFragment: Transfer to RQjb: 45%
06-29 19:06:21.854  6286  6286 V NearbyFragment: Transfer to RQjb: 46%
06-29 19:06:21.858  6286  6286 V NearbyFragment: Transfer to RQjb: 46%
06-29 19:06:21.859  6286  6286 V NearbyFragment: Transfer to RQjb: 47%
06-29 19:06:21.860  6286  6286 V NearbyFragment: Transfer to RQjb: 47%
06-29 19:06:21.862  6286  6286 V NearbyFragment: Transfer to RQjb: 47%
06-29 19:06:21.863  6286  6286 V NearbyFragment: Transfer to RQjb: 48%
06-29 19:06:21.865  6286  6286 V NearbyFragment: Transfer to RQjb: 48%
06-29 19:06:21.867  6286  6286 V NearbyFragment: Transfer to RQjb: 48%
06-29 19:06:21.870  6286  6286 V NearbyFragment: Transfer to RQjb: 49%
06-29 19:06:21.871  6286  6286 V NearbyFragment: Transfer to RQjb: 49%
06-29 19:06:21.873  6286  6286 V NearbyFragment: Transfer to RQjb: 50%
06-29 19:06:21.876  6286  6286 V NearbyFragment: Transfer to RQjb: 50%
06-29 19:06:21.878  6286  6286 V NearbyFragment: Transfer to RQjb: 50%
06-29 19:06:21.880  6286  6286 V NearbyFragment: Transfer to RQjb: 51%
06-29 19:06:22.122  6286  6286 V NearbyFragment: Transfer to RQjb: 51%
06-29 19:06:22.129  6286  6286 V NearbyFragment: Transfer to RQjb: 52%
06-29 19:06:22.137  6286  6286 V NearbyFragment: Transfer to RQjb: 52%
06-29 19:06:22.143  6286  6286 V NearbyFragment: Transfer to RQjb: 52%
06-29 19:06:22.149  6286  6286 V NearbyFragment: Transfer to RQjb: 53%
06-29 19:06:22.152  6286  6286 V NearbyFragment: Transfer to RQjb: 53%
06-29 19:06:22.155  6286  6286 V NearbyFragment: Transfer to RQjb: 54%
06-29 19:06:22.157  6286  6286 V NearbyFragment: Transfer to RQjb: 54%
06-29 19:06:22.160  6286  6286 V NearbyFragment: Transfer to RQjb: 54%
06-29 19:06:22.164  6286  6286 V NearbyFragment: Transfer to RQjb: 55%
06-29 19:06:22.167  6286  6286 V NearbyFragment: Transfer to RQjb: 55%
06-29 19:06:22.169  6286  6286 V NearbyFragment: Transfer to RQjb: 55%
06-29 19:06:22.171  6286  6286 V NearbyFragment: Transfer to RQjb: 56%
06-29 19:06:22.174  6286  6286 V NearbyFragment: Transfer to RQjb: 56%
06-29 19:06:22.176  6286  6286 V NearbyFragment: Transfer to RQjb: 57%
06-29 19:06:22.178  6286  6286 V NearbyFragment: Transfer to RQjb: 57%
06-29 19:06:22.180  6286  6286 V NearbyFragment: Transfer to RQjb: 57%
06-29 19:06:22.182  6286  6286 V NearbyFragment: Transfer to RQjb: 58%
06-29 19:06:22.184  6286  6286 V NearbyFragment: Transfer to RQjb: 58%
06-29 19:06:22.187  6286  6286 V NearbyFragment: Transfer to RQjb: 59%
06-29 19:06:22.189  6286  6286 V NearbyFragment: Transfer to RQjb: 59%
06-29 19:06:22.192  6286  6286 V NearbyFragment: Transfer to RQjb: 59%
06-29 19:06:22.193  6286  6286 V NearbyFragment: Transfer to RQjb: 60%
06-29 19:06:22.195  6286  6286 V NearbyFragment: Transfer to RQjb: 60%
06-29 19:06:22.200  6286  6286 V NearbyFragment: Transfer to RQjb: 61%
06-29 19:06:22.201  6286  6286 V NearbyFragment: Transfer to RQjb: 61%
06-29 19:06:22.203  6286  6286 V NearbyFragment: Transfer to RQjb: 61%
06-29 19:06:22.205  6286  6286 V NearbyFragment: Transfer to RQjb: 62%
06-29 19:06:22.207  6286  6286 V NearbyFragment: Transfer to RQjb: 62%
